xml_id	y_true	y_pred	corpus_id	modality	text_snippet
doc_288754	right	left	web1	web	La mort de Fidel Castro annoncée d'ici 72 heures? Selon un journaliste vénézuélien, la mort de Fidel Castro devrait être annoncée d’ici 72 heures, révèle ce samedi Le Soir. Le fils de l’ancien dirigeant cubain a démenti. Ce n’est pas la pre
doc_122537	right	left	web1	web	Bron : les enseignants de nouveau en grève pour soutenir une collègue victime d’antisémitisme Le personnel du lycée professionnel Tony Garnier de Bron (métropole de Lyon) sera de nouveau en grève ce mardi 26 mai. Au début du mois, les ensei
doc_145384	right	left	web1	web	Chine : Les robots sont en marche C’est sans doute l’usine chinoise de demain, entièrement robotisée avec ses bras qui remplacent ceux des travailleurs. C’est le projet du gouvernement d’ici 2025. Des milliards d’euros investis pour faire f
doc_434334	left	right	web1	web	val d'oise Ce mardi 23 février à 6h du matin, les « forces de l'ordre » ont évacué la zone à défendre (ZAD) du Triangle de Gonesse (Val-d'Oise) et arrêté les personnes présentes, qui ont ensuite été emmenées au…
doc_219753	right	left	web1	web	Port de Marseille : le fonctionnement mafieux de la CGT dénoncé par la Cour des Comptes La Cour des comptes s’apprête à publier un rapport très critique sur le Grand Port maritime de Marseille. Dans ce document, dont Le Figaro a obtenu une 
doc_238947	right	left	web1	web	"France Culture accuse le Puy du Fou avec ""son folklore et ses fumisteries kitches"" de révisionnisme historique car ""parler de génocide vendéen revient à faire des fondateurs de la République française des nazis"". Chaque spectacle du Puy du "
doc_358535	left	right	web1	web	Pitreries : Le charme discret de Poutine et de ses camps Que ce soit pour son parrainage de Sarkozy lors des dernières élections, pour son voisinage fiscal en Belgique avec la famille Mulliez, propriétaire des supermarchés Auchan, ou encore
doc_092990	right	left	web1	web	Diese Seite wurde leider nicht gefunden Uups! Leider konnten wir die von Ihnen angewählte Seite nicht finden. Es kann verschiedene Gründe geben, warum die gewählte Seite nicht gefunden wurde (Fehlercode 404). - Es gibt die Seite im Angebot 
doc_180398	right	left	web1	web	Fukushima : Implications de la contamination du Japon par le césium 137 Steven Starr expose les propriétés délétères des matières radioactives produites lors d’accident nucléaires et plus particulièrement du césium 137 qui a notablement con
doc_177635	right	left	web1	web	"Le magasin ""Le Printemps"" bientôt Qatari ? Réjouissons-nous : si le groupe américain Titan ne veut pas racheter l’usine Goodyear d’Amiens, d’autres investisseurs étrangers sont eux intéressés par des entreprises françaises. En l’occurrence,"
doc_159565	right	left	web1	web	Après avoir refusé une modification du cadre de l'AME, la ministre de la Santé Geneviève Darrieussecq annonce que la prise en charge du remboursement des médicaments et des consultations médicales par la Sécurité sociale baissera de 5% l'an
doc_171781	right	left	web1	web	Le Tchip : « Nos expériences minorisées en environnement festif, c'est-à-dire les soirées les plus Blanches de nos vies » Aujourd’hui on te parle de nos expériences minorisées en environnement festif, c’est-à-dire les soirées les plus blanc
doc_149419	right	left	web1	web	"Jean-Luc Mélenchon : au gouvernement, ""tous les dégoûtés sont partis, il ne reste que les dégoûtants"" Dans une interview au “Journal du dimanche”, Jean-Luc Mélenchon a violemment critiqué la politique menée par le président François Holland"
doc_512610	left	right	web1	web	La mobilité étudiante en France La mobilité étudiante en France Après une forte croissance des effectifs internationaux en 2021-2022 (+8% en un an), ce nombre a progressé sur un rythme plus modéré en 2022-2023 : +3% en un an. Ce ralentissem
doc_375588	left	right	web1	web	Chicken rebellion Un renard qui s’était introduit dans un poulailler à Pontivy, dans le Morbihan, a été tué par les poules. Dans une action collective, à coups de bec, elles ne lui ont laissé aucune chance. Il y a quelques années, le film C
doc_262249	right	left	web1	web	« Entre 2017 et 2021, 1,3 million de nos concitoyens ont rejoint les rangs de l'armée invisible des victimes de coups et blessures volontaires, selon les chiffres même du ministère de l'Intérieur » Et vous, préférez-vous pouvoir remplir vot
doc_109577	right	left	web1	web	Derniéres publications Derniéres publications Nos vidéos Droit au logement et droit à la ville Webinaire : comment le capital financier transforme nos villes et comment nous pouvons le combattre ! Commerce et développementVIDEO - Passons à 
doc_427119	left	right	web1	web	ڕێبەر ئاپۆ: پڕۆژە تەواونەکراوەکەم بە ژنۆلۆژی مەودای بڕی. بەم تیۆرە ویستم کێشەی ژن بە ڕاستی بناسێنم ڕێبەر ئاپۆ: پڕۆژە تەواونەکراوەکەم بە ژنۆلۆژی مەودای بڕی. بەم تیۆرە ویستم کێشەی ژن بە ڕاستی بناسێنم ڕێبەر ئاپۆ دەڵێت، کارەکەی کە ئازادی ژنە و 
doc_326479	left	right	web1	web	Avast sécurise votre messagerie Laissez Avast scanner tout ce que vous téléchargez depuis vos messages, pour les ouvrir sans danger et sans crainte. Avast scanne automatiquement les pièces jointes de vos messages pour protéger votre PC cont
doc_350201	left	right	web1	web	Auditions dans le cadre de Loi de programmation pluriannuelle de la Recherche : Josiane Tack et Vincent Martin du SNTRS GCT, et Kim Gauthier et Julien Louis de la Confédération de Jeunes Chercheurs Auditions : Loi de Programmation Pluriannu
doc_509697	left	right	web1	web	Nos chiffres clés 0 sites 0 Mm2 d'entrepôts 0 000Collaborateurs 0 Pays 0 MOrdres de transport/an 0 Mds €Chiffre d'affaires en 2024 0 %Sites pour des clients Multi-pays 0 Innovations par site/an 0 /5Note de satisfaction client en moyenne 0 %
doc_466013	left	right	web1	web	Sud éducation 95 condamne les délations de mineur-e-s dans les écoles, collèges et lycées - Sud Éducation 95 Lundi 2 novembre a eu lieu, dans des conditions d’impréparation déplorables, l’hommage à notre collègue assassiné Samuel Paty. Dans
doc_167921	right	left	web1	web	Glisy (80) : Les totems érigés par les élèves du village finissent en combustible à barbecue avant même d'être inaugurés Dans le cadre d’un Contrat local d’éducation artistique (CLEA) avec la scène culturelle “Le trait d’union Longueau-Glis
doc_276223	right	left	web1	web	Elon Musk : « Les robots pourraient décider d’éliminer les humains » L’un des thèmes régulièrement évoqué dans les films de science-fiction pourrait bien finir par rejoindre la réalité. Elon Musk, la tête pensante à l’origine de PayPal, et 
doc_272414	right	left	web1	web	Vaccin : Le Revaxis, qui contient de l'aluminium, attaqué par les malades Des malades portent plainte contre les laboratoires Sanofi Pasteur, car il commercialise un vaccin qui provoquerait des maladies neurologiques graves. Les adjuvants d
doc_348479	left	right	web1	web	#RDLS96 - Chirac, Zemmour, laïcité, Algérie, Lubrizol, Christine Renon Dans ce 96e numéro de la Revue de la semaine, Jean-Luc Mélenchon parle de son livre « Et Ainsi de suite ». Il revient ensuite sur le décès de Jacques Chirac et explique 
doc_010671	right	left	web1	web	Poland: The Constitutional Court Repeals Eugenic Abortion On October 22, 2020, the Polish Constitutional Court, meeting in plenary session, rendered a historic decision declaring that eugenic abortion is contrary to the dignity and life of 
doc_455244	left	right	web1	web	After 50 days in power, Myanmar's junta is flailing desperately Philipp Annawitt served as an adviser to Myanmar's parliaments and government from 2015 to 2021. Moe Hteet is a political activist based in Myanmar. She writes here under a pen
doc_286676	right	left	web1	web	"Historique de la ""Fête du Travail"" Le premier mai c’est la fête du Travail, l’occasion… de ne pas travailler. Mais pourquoi une fête du travail ? Et pourquoi le premier mai ? En France, l’idée d’une fête du travail, remonte à la révolution "
doc_160359	right	left	web1	web	Selfie du panafricaniste et antisémite Kémi Séba avec des députés de la Nupes : la gauche antifasciste ne condamne pas. Cayenne (973) – Le petit amphithéâtre de la chambre de commerce et d’industrie (CCI) de Guyane déborde ce 22 février. Ch
doc_113741	right	left	web1	web	Saint-Valentin : L'horlogerie de luxe ne connaît pas la crise À l’occasion de la Saint-Valentin samedi 14 février, les amoureux achèteront peut-être une montre. Il y en a à tous les prix, certaines montres de prestige peuvent même coûter ju
doc_274780	right	left	web1	web	"Fils de pute de la mode : ""Votre putain d’article sur la Palestine !"" Puisque je reçois en permanence des mails casse couilles qui me demandent m’ordonnent de parler de la Palestine je vous propose de vous carrez cet article dans le cul et "
doc_158216	right	left	web1	web	Les étudiants étrangers vivent au crochet de la France Une allocation destinée aux étudiants étrangers vient d’être créée par le ministre Éric Besson. Ce dispositif intitulé « Parcours de réussite professionnelle »a pour objectif de « valor
doc_512150	left	right	web1	web	Vous informer sur les politiques éducatives et l'enseignement du français dans le monde Portail documentaire de France Éducation international spécialisé dans l'éducation, l'enseignement et la diffusion du français dans le monde. France Édu
doc_225830	right	left	web1	web	Jours de colère pour les ouvriers portugais : syndrome du « plombier polonais » Des ouvriers portugais sont en grève à Angoulême et un peu partout en France Avec des contrats de travail portugais, ils sont victimes du syndrome du «plombier 
doc_259837	right	left	web1	web	Energie : dans une lettre adressée à Ursula von der Leyen, une association représentant le patronat européen alerte sur le «risque imminent» «d'arrêts de milliers d'entreprises européennes» Business Europe, une association qui représente le
doc_173570	right	left	web1	web	Nous voulons la Palestine « de la mer au Jourdain » : l'affiche polémique de la Fédération Syndicale Étudiante (scission de l'UNEF) qui reprend un slogan du Hamas La Fédération syndicale étudiante (FSE) est un syndicat étudiant français, cr
doc_389016	left	right	web1	web	Au PS : Des contestataires de salon Une quinzaine d'élus PS s'inquiètent du tour pris par la politique du gouvernement. Ils tirent la sonnette d'alarme, dans une lettre ouverte adressée à François Hollande, lui demandant « de ne pas sacrifi
